INFO train_timer.py(138): it: 100/160000, lr: 0.000016, loss: 24.3225, eta: 17:00:38, time: 37.9151
INFO train_timer.py(138): it: 3600/160000, lr: 0.000985, loss: 13.5537, eta: 7:20:44, time: 15.2898
INFO train_timer.py(138): it: 3700/160000, lr: 0.000985, loss: 13.6538, eta: 7:20:04, time: 16.3603
INFO train_timer.py(138): it: 3800/160000, lr: 0.000984, loss: 13.2278, eta: 7:18:41, time: 15.2833
INFO train_timer.py(138): it: 3900/160000, lr: 0.000984, loss: 14.0592, eta: 7:18:06, time: 16.3818
INFO train_timer.py(138): it: 4000/160000, lr: 0.000983, loss: 12.9063, eta: 7:16:49, time: 15.3106
INFO train_timer.py(138): it: 4100/160000, lr: 0.000982, loss: 12.7064, eta: 7:16:18, time: 16.4320
INFO train_timer.py(138): it: 4200/160000, lr: 0.000982, loss: 12.5576, eta: 7:15:10, time: 15.3998
INFO train_timer.py(138): it: 4300/160000, lr: 0.000981, loss: 12.3503, eta: 7:14:47, time: 16.5819
INFO train_timer.py(138): it: 4400/160000, lr: 0.000981, loss: 12.5267, eta: 7:14:33, time: 16.8402
INFO train_timer.py(138): it: 4500/160000, lr: 0.000980, loss: 12.8487, eta: 7:16:11, time: 20.0708
INFO train_timer.py(138): it: 4600/160000, lr: 0.000980, loss: 11.5869, eta: 7:15:02, time: 15.2871
INFO train_timer.py(138): it: 4700/160000, lr: 0.000979, loss: 11.4281, eta: 7:14:36, time: 16.5286
INFO train_timer.py(138): it: 4800/160000, lr: 0.000978, loss: 11.8614, eta: 7:13:31, time: 15.2894
INFO train_timer.py(138): it: 4900/160000, lr: 0.000978, loss: 11.7430, eta: 7:13:05, time: 16.4829
INFO train_timer.py(138): it: 5000/160000, lr: 0.000977, loss: 11.3269, eta: 7:12:03, time: 15.2986
INFO train_timer.py(138): it: 5100/160000, lr: 0.000977, loss: 10.9230, eta: 7:11:34, time: 16.3016
INFO train_timer.py(138): it: 5200/160000, lr: 0.000976, loss: 11.0666, eta: 7:10:40, time: 15.4852
INFO train_timer.py(138): it: 5300/160000, lr: 0.000976, loss: 11.0646, eta: 7:10:13, time: 16.3418
INFO train_timer.py(138): it: 5400/160000, lr: 0.000975, loss: 10.9020, eta: 7:09:18, time: 15.3176
INFO train_timer.py(138): it: 5500/160000, lr: 0.000974, loss: 10.6743, eta: 7:08:58, time: 16.5582
INFO train_timer.py(138): it: 5600/160000, lr: 0.000974, loss: 10.7074, eta: 7:08:44, time: 16.7665
INFO train_timer.py(138): it: 5700/160000, lr: 0.000973, loss: 10.8385, eta: 7:10:08, time: 20.3768
INFO train_timer.py(138): it: 5800/160000, lr: 0.000973, loss: 10.4708, eta: 7:09:21, time: 15.5882
INFO train_timer.py(138): it: 5900/160000, lr: 0.000972, loss: 10.1912, eta: 7:08:56, time: 16.3892
INFO train_timer.py(138): it: 6000/160000, lr: 0.000972, loss: 10.4494, eta: 7:08:06, time: 15.4091
INFO train_timer.py(138): it: 6100/160000, lr: 0.000971, loss: 10.0172, eta: 7:07:38, time: 16.2095
INFO train_timer.py(138): it: 6200/160000, lr: 0.000971, loss: 11.0760, eta: 7:06:48, time: 15.3248
INFO train_timer.py(138): it: 6300/160000, lr: 0.000970, loss: 12.9434, eta: 7:06:22, time: 16.2891
INFO train_timer.py(138): it: 6400/160000, lr: 0.000969, loss: 10.8920, eta: 7:05:36, time: 15.4198
INFO train_timer.py(138): it: 6500/160000, lr: 0.000969, loss: 12.3302, eta: 7:05:19, time: 16.5960
INFO train_timer.py(138): it: 6600/160000, lr: 0.000968, loss: 11.0816, eta: 7:04:55, time: 16.3051
INFO train_timer.py(138): it: 6700/160000, lr: 0.000968, loss: 11.8484, eta: 7:04:28, time: 16.1721
INFO train_timer.py(138): it: 6800/160000, lr: 0.000967, loss: 11.8512, eta: 7:05:16, time: 19.5040
INFO train_timer.py(138): it: 6900/160000, lr: 0.000967, loss: 11.0093, eta: 7:04:29, time: 15.2524
INFO train_timer.py(138): it: 7000/160000, lr: 0.000966, loss: 11.0096, eta: 7:04:01, time: 16.1356
INFO train_timer.py(138): it: 7100/160000, lr: 0.000965, loss: 10.3900, eta: 7:03:19, time: 15.4297
INFO train_timer.py(138): it: 7200/160000, lr: 0.000965, loss: 11.3258, eta: 7:02:57, time: 16.3512
INFO train_timer.py(138): it: 7300/160000, lr: 0.000964, loss: 10.1854, eta: 7:02:16, time: 15.4509
INFO train_timer.py(138): it: 7400/160000, lr: 0.000964, loss: 10.7359, eta: 7:01:55, time: 16.4113
INFO train_timer.py(138): it: 7500/160000, lr: 0.000963, loss: 10.0629, eta: 7:01:14, time: 15.3706
INFO train_timer.py(138): it: 7600/160000, lr: 0.000963, loss: 9.8922, eta: 7:01:17, time: 17.5372
INFO train_timer.py(138): it: 7700/160000, lr: 0.000962, loss: 9.7005, eta: 7:01:54, time: 19.3067
INFO train_timer.py(138): it: 7800/160000, lr: 0.000961, loss: 10.1574, eta: 7:01:31, time: 16.3021
INFO train_timer.py(138): it: 7900/160000, lr: 0.000961, loss: 11.0536, eta: 7:00:55, time: 15.6028
INFO train_timer.py(138): it: 8000/160000, lr: 0.000960, loss: 9.9261, eta: 7:00:31, time: 16.2295
INFO train_timer.py(138): it: 8100/160000, lr: 0.000960, loss: 12.0871, eta: 6:59:54, time: 15.4791
INFO train_timer.py(138): it: 8200/160000, lr: 0.000959, loss: 11.8933, eta: 6:59:30, time: 16.2290
INFO train_timer.py(138): it: 8300/160000, lr: 0.000959, loss: 11.7428, eta: 6:58:52, time: 15.3971
INFO train_timer.py(138): it: 8400/160000, lr: 0.000958, loss: 10.6575, eta: 6:58:31, time: 16.2863
INFO train_timer.py(138): it: 8500/160000, lr: 0.000957, loss: 11.1584, eta: 6:57:52, time: 15.3359
INFO train_timer.py(138): it: 8600/160000, lr: 0.000957, loss: 10.5505, eta: 6:57:30, time: 16.2604
INFO train_timer.py(138): it: 8700/160000, lr: 0.000956, loss: 10.3372, eta: 6:56:56, time: 15.5179
INFO train_timer.py(138): it: 8800/160000, lr: 0.000956, loss: 10.7835, eta: 6:56:38, time: 16.4238
INFO train_timer.py(138): it: 8900/160000, lr: 0.000955, loss: 10.2932, eta: 6:55:59, time: 15.2230
INFO train_timer.py(138): it: 9000/160000, lr: 0.000955, loss: 9.5870, eta: 6:55:38, time: 16.2659
INFO train_timer.py(138): it: 9100/160000, lr: 0.000954, loss: 10.5244, eta: 6:55:03, time: 15.4040
INFO train_timer.py(138): it: 9200/160000, lr: 0.000953, loss: 10.5611, eta: 6:54:45, time: 16.3946
INFO train_timer.py(138): it: 9300/160000, lr: 0.000953, loss: 11.5050, eta: 6:54:08, time: 15.2642
INFO train_timer.py(138): it: 9400/160000, lr: 0.000952, loss: 10.4754, eta: 6:53:45, time: 16.0947
INFO train_timer.py(138): it: 9500/160000, lr: 0.000952, loss: 9.8754, eta: 6:53:12, time: 15.4181
INFO train_timer.py(138): it: 9600/160000, lr: 0.000951, loss: 9.3692, eta: 6:52:53, time: 16.3207
INFO train_timer.py(138): it: 9700/160000, lr: 0.000951, loss: 9.3921, eta: 6:52:22, time: 15.5319
INFO train_timer.py(138): it: 9800/160000, lr: 0.000950, loss: 8.9107, eta: 6:52:08, time: 16.6008
INFO train_timer.py(138): it: 9900/160000, lr: 0.000949, loss: 9.1156, eta: 6:51:37, time: 15.5101
INFO train_timer.py(138): it: 10000/160000, lr: 0.000949, loss: 9.1546, eta: 6:51:18, time: 16.3128
INFO train_timer.py(138): it: 10100/160000, lr: 0.000948, loss: 9.2564, eta: 6:50:47, time: 15.4173
INFO train_timer.py(138): it: 10200/160000, lr: 0.000948, loss: 8.8854, eta: 6:50:30, time: 16.4531
INFO train_timer.py(138): it: 10300/160000, lr: 0.000947, loss: 8.6457, eta: 6:50:00, time: 15.4788
INFO train_timer.py(138): it: 10400/160000, lr: 0.000947, loss: 8.6593, eta: 6:49:46, time: 16.6204
INFO train_timer.py(138): it: 10500/160000, lr: 0.000946, loss: 8.8136, eta: 6:49:18, time: 15.6224
INFO train_timer.py(138): it: 10600/160000, lr: 0.000945, loss: 8.4892, eta: 6:49:04, time: 16.6086
INFO train_timer.py(138): it: 10700/160000, lr: 0.000945, loss: 8.1987, eta: 6:48:34, time: 15.4075
INFO train_timer.py(138): it: 10800/160000, lr: 0.000944, loss: 8.3701, eta: 6:48:17, time: 16.3881
INFO train_timer.py(138): it: 10900/160000, lr: 0.000944, loss: 8.2489, eta: 6:47:46, time: 15.3461
INFO train_timer.py(138): it: 11000/160000, lr: 0.000943, loss: 8.4013, eta: 6:47:34, time: 16.7530
INFO train_timer.py(138): it: 11100/160000, lr: 0.000943, loss: 8.3825, eta: 6:47:05, time: 15.4912
INFO train_timer.py(138): it: 11200/160000, lr: 0.000942, loss: 8.3371, eta: 6:46:49, time: 16.4612
INFO train_timer.py(138): it: 11300/160000, lr: 0.000942, loss: 8.1050, eta: 6:46:21, time: 15.4550
INFO train_timer.py(138): it: 11400/160000, lr: 0.000941, loss: 7.9927, eta: 6:46:06, time: 16.5083
INFO train_timer.py(138): it: 11500/160000, lr: 0.000940, loss: 8.2073, eta: 6:45:40, time: 15.6686
INFO train_timer.py(138): it: 11600/160000, lr: 0.000940, loss: 7.9126, eta: 6:45:27, time: 16.6713
INFO train_timer.py(138): it: 11700/160000, lr: 0.000939, loss: 8.0021, eta: 6:45:01, time: 15.5974
INFO train_timer.py(138): it: 11800/160000, lr: 0.000939, loss: 7.9029, eta: 6:44:48, time: 16.6649
INFO train_timer.py(138): it: 11900/160000, lr: 0.000938, loss: 8.3274, eta: 6:44:23, time: 15.6905
INFO train_timer.py(138): it: 12000/160000, lr: 0.000938, loss: 8.8206, eta: 6:44:11, time: 16.7375
INFO train_timer.py(138): it: 12100/160000, lr: 0.000937, loss: 8.3511, eta: 6:43:55, time: 16.4449
INFO train_timer.py(138): it: 12200/160000, lr: 0.000936, loss: 8.8217, eta: 6:44:12, time: 19.1119
INFO train_timer.py(138): it: 12300/160000, lr: 0.000936, loss: 8.0867, eta: 6:43:55, time: 16.4225
INFO train_timer.py(138): it: 12400/160000, lr: 0.000935, loss: 8.3095, eta: 6:43:45, time: 16.9149
INFO train_timer.py(138): it: 12500/160000, lr: 0.000935, loss: 8.0667, eta: 6:43:20, time: 15.7088
INFO train_timer.py(138): it: 12600/160000, lr: 0.000934, loss: 7.7485, eta: 6:43:08, time: 16.7271
INFO train_timer.py(138): it: 12700/160000, lr: 0.000934, loss: 7.6740, eta: 6:42:42, time: 15.6598
INFO train_timer.py(138): it: 12800/160000, lr: 0.000933, loss: 7.6492, eta: 6:42:29, time: 16.7038
INFO train_timer.py(138): it: 12900/160000, lr: 0.000932, loss: 8.1015, eta: 6:42:02, time: 15.4622
INFO train_timer.py(138): it: 13000/160000, lr: 0.000932, loss: 8.0827, eta: 6:41:49, time: 16.6775
INFO train_timer.py(138): it: 13100/160000, lr: 0.000931, loss: 7.9517, eta: 6:41:24, time: 15.5956
INFO train_timer.py(138): it: 13200/160000, lr: 0.000931, loss: 7.7962, eta: 6:41:08, time: 16.4894
INFO train_timer.py(138): it: 13300/160000, lr: 0.000930, loss: 7.7821, eta: 6:40:41, time: 15.4413
INFO train_timer.py(138): it: 13400/160000, lr: 0.000930, loss: 7.4235, eta: 6:40:17, time: 15.6362
INFO train_timer.py(138): it: 13500/160000, lr: 0.000929, loss: 7.4023, eta: 6:40:23, time: 18.4883
INFO train_timer.py(138): it: 13600/160000, lr: 0.000928, loss: 7.4964, eta: 6:40:22, time: 17.8515
INFO train_timer.py(138): it: 13700/160000, lr: 0.000928, loss: 7.4464, eta: 6:40:06, time: 16.4023
INFO train_timer.py(138): it: 13800/160000, lr: 0.000927, loss: 7.3278, eta: 6:39:39, time: 15.4456
INFO train_timer.py(138): it: 13900/160000, lr: 0.000927, loss: 7.9533, eta: 6:39:22, time: 16.3533
INFO train_timer.py(138): it: 14000/160000, lr: 0.000926, loss: 10.3185, eta: 6:38:57, time: 15.5306
INFO train_timer.py(138): it: 14100/160000, lr: 0.000926, loss: 8.0057, eta: 6:38:39, time: 16.2603
INFO train_timer.py(138): it: 14200/160000, lr: 0.000925, loss: 8.1979, eta: 6:38:11, time: 15.2010
INFO train_timer.py(138): it: 14300/160000, lr: 0.000924, loss: 7.6899, eta: 6:37:54, time: 16.3491
INFO train_timer.py(138): it: 14400/160000, lr: 0.000924, loss: 7.5049, eta: 6:37:28, time: 15.4416
INFO train_timer.py(138): it: 14500/160000, lr: 0.000923, loss: 7.6421, eta: 6:37:09, time: 16.1617
INFO train_timer.py(138): it: 14600/160000, lr: 0.000923, loss: 7.5326, eta: 6:36:44, time: 15.4523
INFO train_timer.py(138): it: 14700/160000, lr: 0.000922, loss: 7.5597, eta: 6:36:30, time: 16.6639
INFO train_timer.py(138): it: 14800/160000, lr: 0.000922, loss: 7.4632, eta: 6:36:05, time: 15.4377
INFO train_timer.py(138): it: 14900/160000, lr: 0.000921, loss: 7.5849, eta: 6:35:49, time: 16.4248
INFO train_timer.py(138): it: 15000/160000, lr: 0.000920, loss: 7.5364, eta: 6:35:22, time: 15.2571
INFO train_timer.py(138): it: 15100/160000, lr: 0.000920, loss: 7.2742, eta: 6:35:06, time: 16.4414
INFO train_timer.py(138): it: 15200/160000, lr: 0.000919, loss: 7.0907, eta: 6:34:40, time: 15.3359
INFO train_timer.py(138): it: 15300/160000, lr: 0.000919, loss: 7.3508, eta: 6:34:23, time: 16.2323
INFO train_timer.py(138): it: 15400/160000, lr: 0.000918, loss: 7.5103, eta: 6:33:57, time: 15.3274
INFO train_timer.py(138): it: 15500/160000, lr: 0.000918, loss: 7.5556, eta: 6:33:40, time: 16.3428
INFO train_timer.py(138): it: 15600/160000, lr: 0.000917, loss: 7.4240, eta: 6:33:16, time: 15.5274
INFO train_timer.py(138): it: 15700/160000, lr: 0.000916, loss: 7.1262, eta: 6:33:00, time: 16.3728
INFO train_timer.py(138): it: 15800/160000, lr: 0.000916, loss: 6.9754, eta: 6:32:34, time: 15.2730
INFO train_timer.py(138): it: 15900/160000, lr: 0.000915, loss: 6.9363, eta: 6:32:18, time: 16.3559
INFO train_timer.py(138): it: 16000/160000, lr: 0.000915, loss: 6.9026, eta: 6:31:52, time: 15.2551
INFO train_timer.py(138): it: 16100/160000, lr: 0.000914, loss: 7.0102, eta: 6:31:35, time: 16.3135
INFO train_timer.py(138): it: 16200/160000, lr: 0.000914, loss: 6.8209, eta: 6:31:10, time: 15.3395
INFO train_timer.py(138): it: 16300/160000, lr: 0.000913, loss: 6.8378, eta: 6:30:55, time: 16.4012
INFO train_timer.py(138): it: 16400/160000, lr: 0.000912, loss: 6.7674, eta: 6:30:31, time: 15.4678
INFO train_timer.py(138): it: 16500/160000, lr: 0.000912, loss: 6.7188, eta: 6:30:17, time: 16.5497
INFO train_timer.py(138): it: 16600/160000, lr: 0.000911, loss: 7.1148, eta: 6:29:55, time: 15.7441
INFO train_timer.py(138): it: 16700/160000, lr: 0.000911, loss: 6.7603, eta: 6:29:41, time: 16.5533
INFO train_timer.py(138): it: 16800/160000, lr: 0.000910, loss: 6.8197, eta: 6:29:17, time: 15.4573
INFO train_timer.py(138): it: 16900/160000, lr: 0.000910, loss: 6.6501, eta: 6:29:01, time: 16.3222
INFO train_timer.py(138): it: 17000/160000, lr: 0.000909, loss: 6.7064, eta: 6:28:37, time: 15.4207
INFO train_timer.py(138): it: 17100/160000, lr: 0.000908, loss: 6.8261, eta: 6:28:21, time: 16.3327
INFO train_timer.py(138): it: 17200/160000, lr: 0.000908, loss: 6.6910, eta: 6:27:54, time: 15.0408
INFO train_timer.py(138): it: 17300/160000, lr: 0.000907, loss: 6.5948, eta: 6:27:39, time: 16.4504
INFO train_timer.py(138): it: 17400/160000, lr: 0.000907, loss: 6.6148, eta: 6:27:16, time: 15.3737
INFO train_timer.py(138): it: 17500/160000, lr: 0.000906, loss: 6.6074, eta: 6:27:00, time: 16.3997
INFO train_timer.py(138): it: 17600/160000, lr: 0.000906, loss: 6.7672, eta: 6:26:37, time: 15.4742
INFO train_timer.py(138): it: 17700/160000, lr: 0.000905, loss: 6.8742, eta: 6:26:21, time: 16.3032
INFO train_timer.py(138): it: 17800/160000, lr: 0.000904, loss: 6.8185, eta: 6:25:59, time: 15.6253
INFO train_timer.py(138): it: 17900/160000, lr: 0.000904, loss: 6.8214, eta: 6:25:44, time: 16.4302
INFO train_timer.py(138): it: 18000/160000, lr: 0.000903, loss: 6.7491, eta: 6:25:21, time: 15.3552
INFO train_timer.py(138): it: 18100/160000, lr: 0.000903, loss: 6.5593, eta: 6:25:05, time: 16.3529
INFO train_timer.py(138): it: 18200/160000, lr: 0.000902, loss: 6.5459, eta: 6:24:42, time: 15.4480
INFO train_timer.py(138): it: 18300/160000, lr: 0.000902, loss: 6.4431, eta: 6:24:25, time: 16.2227
INFO train_timer.py(138): it: 18400/160000, lr: 0.000901, loss: 6.5084, eta: 6:24:03, time: 15.4971
INFO train_timer.py(138): it: 18500/160000, lr: 0.000900, loss: 6.3189, eta: 6:23:46, time: 16.1166
INFO train_timer.py(138): it: 18600/160000, lr: 0.000900, loss: 6.4347, eta: 6:23:22, time: 15.3545
INFO train_timer.py(138): it: 18700/160000, lr: 0.000899, loss: 6.4626, eta: 6:23:05, time: 16.1183
INFO train_timer.py(138): it: 18800/160000, lr: 0.000899, loss: 6.4644, eta: 6:22:43, time: 15.4467
INFO train_timer.py(138): it: 18900/160000, lr: 0.000898, loss: 6.3471, eta: 6:22:26, time: 16.1769
INFO train_timer.py(138): it: 19000/160000, lr: 0.000898, loss: 6.4227, eta: 6:22:02, time: 15.2042
INFO train_timer.py(138): it: 19100/160000, lr: 0.000897, loss: 6.6016, eta: 6:21:46, time: 16.3459
INFO train_timer.py(138): it: 19200/160000, lr: 0.000896, loss: 6.4645, eta: 6:21:23, time: 15.3951
INFO train_timer.py(138): it: 19300/160000, lr: 0.000896, loss: 6.4290, eta: 6:21:08, time: 16.3755
INFO train_timer.py(138): it: 19400/160000, lr: 0.000895, loss: 6.3145, eta: 6:20:45, time: 15.2768
INFO train_timer.py(138): it: 19500/160000, lr: 0.000895, loss: 6.4512, eta: 6:20:29, time: 16.3085
INFO train_timer.py(138): it: 19600/160000, lr: 0.000894, loss: 6.2432, eta: 6:20:07, time: 15.4925
INFO train_timer.py(138): it: 19700/160000, lr: 0.000894, loss: 6.3288, eta: 6:20:01, time: 17.6112
INFO train_timer.py(138): it: 19800/160000, lr: 0.000893, loss: 6.3145, eta: 6:20:08, time: 19.6412
INFO train_timer.py(138): it: 19900/160000, lr: 0.000892, loss: 6.2710, eta: 6:19:52, time: 16.2896
INFO train_timer.py(138): it: 20000/160000, lr: 0.000892, loss: 6.3887, eta: 6:19:29, time: 15.3339
INFO train_timer.py(138): it: 20100/160000, lr: 0.000891, loss: 6.2923, eta: 6:19:06, time: 15.1941
INFO train_timer.py(138): it: 20200/160000, lr: 0.000891, loss: 6.7298, eta: 6:18:51, time: 16.4857
INFO train_timer.py(138): it: 20300/160000, lr: 0.000890, loss: 14.3336, eta: 6:18:29, time: 15.3700
INFO train_timer.py(138): it: 20400/160000, lr: 0.000889, loss: 9.8392, eta: 6:18:13, time: 16.3504
INFO train_timer.py(138): it: 20500/160000, lr: 0.000889, loss: 10.4947, eta: 6:17:51, time: 15.4335
INFO train_timer.py(138): it: 20600/160000, lr: 0.000888, loss: 10.1899, eta: 6:17:37, time: 16.5363
INFO train_timer.py(138): it: 20700/160000, lr: 0.000888, loss: 7.9329, eta: 6:17:16, time: 15.5925
INFO train_timer.py(138): it: 20800/160000, lr: 0.000887, loss: 8.2900, eta: 6:17:00, time: 16.3074
INFO train_timer.py(138): it: 20900/160000, lr: 0.000887, loss: 12.4416, eta: 6:16:48, time: 16.7680
INFO train_timer.py(138): it: 21000/160000, lr: 0.000886, loss: 8.6116, eta: 6:16:53, time: 19.5190
INFO train_timer.py(138): it: 21100/160000, lr: 0.000885, loss: 10.3991, eta: 6:16:31, time: 15.3646
INFO train_timer.py(138): it: 21200/160000, lr: 0.000885, loss: 9.8183, eta: 6:16:14, time: 16.1946
INFO train_timer.py(138): it: 21300/160000, lr: 0.000884, loss: 7.9026, eta: 6:15:52, time: 15.3228
INFO train_timer.py(138): it: 21400/160000, lr: 0.000884, loss: 7.3448, eta: 6:15:37, time: 16.5204
INFO train_timer.py(138): it: 21500/160000, lr: 0.000883, loss: 7.4517, eta: 6:15:15, time: 15.3976
INFO train_timer.py(138): it: 21600/160000, lr: 0.000883, loss: 7.3055, eta: 6:15:00, time: 16.4028
INFO train_timer.py(138): it: 21700/160000, lr: 0.000882, loss: 7.3839, eta: 6:14:37, time: 15.2756
INFO train_timer.py(138): it: 21800/160000, lr: 0.000881, loss: 7.1068, eta: 6:14:22, time: 16.3457
INFO train_timer.py(138): it: 21900/160000, lr: 0.000881, loss: 6.8586, eta: 6:14:01, time: 15.6106
INFO train_timer.py(138): it: 22000/160000, lr: 0.000880, loss: 6.8092, eta: 6:13:50, time: 17.0545
INFO train_timer.py(138): it: 22100/160000, lr: 0.000880, loss: 6.5160, eta: 6:13:34, time: 16.3096
INFO train_timer.py(138): it: 22200/160000, lr: 0.000879, loss: 6.5159, eta: 6:13:22, time: 16.9590
INFO train_timer.py(138): it: 22300/160000, lr: 0.000879, loss: 7.0400, eta: 6:13:05, time: 16.0421
INFO train_timer.py(138): it: 22400/160000, lr: 0.000878, loss: 6.5683, eta: 6:12:52, time: 16.8511
INFO train_timer.py(138): it: 22500/160000, lr: 0.000877, loss: 6.5034, eta: 6:12:34, time: 15.9831
INFO train_timer.py(138): it: 22600/160000, lr: 0.000877, loss: 6.5829, eta: 6:12:30, time: 18.2166
INFO train_timer.py(138): it: 22700/160000, lr: 0.000876, loss: 6.4972, eta: 6:12:33, time: 19.5470
INFO train_timer.py(138): it: 22800/160000, lr: 0.000876, loss: 6.3690, eta: 6:12:19, time: 16.6303
INFO train_timer.py(138): it: 22900/160000, lr: 0.000875, loss: 6.2711, eta: 6:11:59, time: 15.6115
INFO train_timer.py(138): it: 23000/160000, lr: 0.000875, loss: 6.2120, eta: 6:11:44, time: 16.5622
INFO train_timer.py(138): it: 23100/160000, lr: 0.000874, loss: 6.1790, eta: 6:11:24, time: 15.5312
INFO train_timer.py(138): it: 23200/160000, lr: 0.000873, loss: 6.2137, eta: 6:11:08, time: 16.3200
INFO train_timer.py(138): it: 23300/160000, lr: 0.000873, loss: 6.3545, eta: 6:10:46, time: 15.3793
INFO train_timer.py(138): it: 23400/160000, lr: 0.000872, loss: 6.3801, eta: 6:10:30, time: 16.3852
INFO train_timer.py(138): it: 23500/160000, lr: 0.000872, loss: 6.2105, eta: 6:10:09, time: 15.3388
INFO train_timer.py(138): it: 23600/160000, lr: 0.000871, loss: 6.3343, eta: 6:09:52, time: 16.1887
INFO train_timer.py(138): it: 23700/160000, lr: 0.000871, loss: 6.0771, eta: 6:09:30, time: 15.2863
INFO train_timer.py(138): it: 23800/160000, lr: 0.000870, loss: 7.0455, eta: 6:09:14, time: 16.2992
INFO train_timer.py(138): it: 23900/160000, lr: 0.000869, loss: 6.4593, eta: 6:08:54, time: 15.6719
INFO train_timer.py(138): it: 24000/160000, lr: 0.000869, loss: 6.1543, eta: 6:08:38, time: 16.2553
INFO train_timer.py(138): it: 24100/160000, lr: 0.000868, loss: 6.0999, eta: 6:08:22, time: 16.2306
INFO train_timer.py(138): it: 24200/160000, lr: 0.000868, loss: 6.1957, eta: 6:08:11, time: 17.3424
INFO train_timer.py(138): it: 24300/160000, lr: 0.000867, loss: 6.2485, eta: 6:08:05, time: 18.0585
INFO train_timer.py(138): it: 24400/160000, lr: 0.000867, loss: 6.0243, eta: 6:07:50, time: 16.5061
